N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
301.0,진에어,11180.0,360.0,+3.33%,1000.0,10820.0,11460.0,10790.0
302.0,삼성화재우,182800.0,400.0,-0.22%,500.0,183400.0,184000.0,182400.0
303.0,삼양홀딩스,67900.0,200.0,-0.29%,5000.0,68100.0,68700.0,67600.0
304.0,HSD엔진,8100.0,200.0,+2.53%,1000.0,7910.0,8170.0,7810.0
305.0,KODEX 미국S&P500TR,12590.0,110.0,-0.87%,0.0,12650.0,12650.0,12580.0
306.0,애경산업,21750.0,100.0,-0.46%,1000.0,22250.0,22250.0,21600.0
307.0,TIGER 24-10 회사채(A+이상)액티브,53410.0,0.0,0.00%,0.0,53395.0,53415.0,53395.0
308.0,QV 코스피 변동성 매칭형 양매도 ETN,8090.0,0.0,0.00%,0.0,8090.0,8090.0,8090.0
309.0,동원F&B,29200.0,400.0,+1.39%,1000.0,28700.0,29300.0,28650.0
310.0,TIGER 미국달러단기채권액티브,11955.0,10.0,-0.08%,0.0,11990.0,12000.0,11935.0
311.0,현대지에프홀딩스,3455.0,60.0,+1.77%,500.0,3395.0,3460.0,3395.0
312.0,교보증권,4900.0,40.0,-0.81%,5000.0,4930.0,4930.0,4890.0
313.0,SPC삼립,64400.0,300.0,+0.47%,5000.0,64100.0,64800.0,63300.0
314.0,KOSEF 국고채10년,106030.0,265.0,-0.25%,0.0,106295.0,106295.0,105880.0
315.0,애경케미칼,11400.0,310.0,+2.80%,500.0,10950.0,11460.0,10950.0
316.0,NICE평가정보,9130.0,30.0,-0.33%,500.0,9150.0,9160.0,9090.0
317.0,신세계인터내셔날,15490.0,140.0,-0.90%,1000.0,15410.0,15610.0,15280.0
318.0,삼부토건,2685.0,35.0,-1.29%,1000.0,2705.0,2705.0,2595.0
319.0,KODEX 코스닥150선물인버스,4275.0,50.0,-1.16%,0.0,4335.0,4355.0,4250.0
320.0,영풍제지,11660.0,4990.0,-29.97%,500.0,11660.0,11660.0,11660.0
321.0,메리츠 KIS CD금리투자 ETN,51090.0,10.0,+0.02%,0.0,51090.0,51090.0,51090.0
322.0,대한해운,1680.0,25.0,+1.51%,500.0,1655.0,1697.0,1653.0
323.0,신한알파리츠,6080.0,10.0,-0.16%,1000.0,6090.0,6100.0,6060.0
324.0,빙그레,54200.0,100.0,-0.18%,5000.0,53800.0,54500.0,51200.0
325.0,KODEX 23-12 국고채액티브,10360.0,5.0,-0.05%,0.0,10365.0,10365.0,10360.0
326.0,TIGER 차이나항셍테크,5680.0,20.0,-0.35%,0.0,5665.0,5745.0,5600.0
327.0,KBSTAR 23-11 회사채(AA-이상)액티브,52010.0,5.0,+0.01%,0.0,52010.0,52010.0,52005.0
328.0,신영증권,56200.0,300.0,-0.53%,5000.0,56500.0,56700.0,56200.0
329.0,동국제강,10620.0,230.0,+2.21%,5000.0,10380.0,10780.0,10300.0
330.0,쏘카,15880.0,300.0,-1.85%,100.0,15850.0,16350.0,15000.0
331.0,KODEX 반도체,30795.0,95.0,+0.31%,0.0,30655.0,30955.0,30580.0
332.0,ARIRANG 200,31540.0,55.0,+0.17%,0.0,31330.0,31550.0,31330.0
333.0,LX홀딩스,6780.0,0.0,0.00%,1000.0,6740.0,6860.0,6740.0
334.0,HANARO 200,31050.0,45.0,+0.15%,0.0,30875.0,31050.0,30875.0
335.0,KODEX 미국나스닥100TR,12785.0,10.0,-0.08%,0.0,12815.0,12825.0,12775.0
336.0,한화투자증권,2370.0,10.0,-0.42%,5000.0,2370.0,2395.0,2355.0
337.0,엠씨넥스,27900.0,50.0,-0.18%,500.0,27850.0,28100.0,27700.0
338.0,현대홈쇼핑,41400.0,150.0,-0.36%,5000.0,41050.0,41500.0,41050.0
339.0,KOSEF 200TR,38665.0,80.0,+0.21%,0.0,38385.0,38680.0,38380.0
340.0,SK렌터카,10420.0,80.0,-0.76%,500.0,10600.0,10600.0,10300.0
341.0,미래에셋증권2우B,3495.0,0.0,0.00%,5000.0,3490.0,3500.0,3490.0
342.0,화승엔터프라이즈,8050.0,100.0,+1.26%,500.0,7930.0,8140.0,7880.0
343.0,KODEX MSCI Korea TR,10425.0,40.0,+0.39%,0.0,10325.0,10430.0,10325.0
344.0,한화손해보험,4160.0,20.0,-0.48%,5000.0,4175.0,4200.0,4130.0
345.0,고려제강,19130.0,50.0,+0.26%,1000.0,19080.0,19130.0,18910.0
346.0,자화전자,21600.0,350.0,+1.65%,500.0,20950.0,21700.0,20950.0
347.0,ACE 미국나스닥100,14775.0,15.0,-0.10%,0.0,14810.0,14820.0,14760.0
348.0,코람코라이프인프라리츠,5380.0,20.0,+0.37%,500.0,5370.0,5380.0,5310.0
349.0,일진전기,12790.0,560.0,-4.19%,1000.0,13300.0,13410.0,12530.0
350.0,동아에스티,55000.0,1300.0,+2.42%,5000.0,53700.0,55100.0,53300.0
351.0,유안타증권,2370.0,25.0,-1.04%,5000.0,2370.0,2385.0,2350.0
352.0,NICE,12480.0,110.0,-0.87%,500.0,12560.0,12560.0,12460.0
353.0,유니드,69600.0,1900.0,+2.81%,5000.0,66800.0,69700.0,66800.0
354.0,ARIRANG 국고채10년액티브,48045.0,145.0,-0.30%,0.0,48045.0,48045.0,48045.0
355.0,케이카,9590.0,60.0,+0.63%,500.0,9510.0,9700.0,9290.0
356.0,한섬,18670.0,360.0,+1.97%,500.0,18010.0,18700.0,18010.0
357.0,쿠쿠홈시스,20350.0,150.0,+0.74%,100.0,20150.0,20400.0,20050.0
358.0,삼성 인버스 2X 천연가스 선물 ETN C,45595.0,4030.0,+9.70%,0.0,45925.0,46010.0,45480.0
359.0,TIGER 24-04 회사채(A+이상)액티브,51215.0,5.0,+0.01%,0.0,51210.0,51215.0,51205.0
360.0,KBSTAR 단기통안채,109435.0,15.0,+0.01%,0.0,109430.0,109440.0,109430.0
361.0,일동제약,16400.0,150.0,+0.92%,1000.0,16180.0,16500.0,16000.0
362.0,ACE 종합채권(AA-이상)KIS액티브,94405.0,155.0,-0.16%,0.0,94560.0,94560.0,94405.0
363.0,흥아해운,1863.0,102.0,+5.79%,500.0,1771.0,1890.0,1740.0
364.0,SBS,24000.0,100.0,+0.42%,5000.0,23900.0,24000.0,23650.0
365.0,SNT다이내믹스,13000.0,300.0,+2.36%,2500.0,12970.0,13430.0,12380.0
366.0,티웨이항공,2140.0,55.0,+2.64%,500.0,2080.0,2250.0,2050.0
367.0,삼양사,41350.0,100.0,-0.24%,5000.0,41450.0,41450.0,41000.0
368.0,케이씨텍,20300.0,150.0,-0.73%,500.0,20150.0,20450.0,20150.0
369.0,롯데정보통신,27450.0,700.0,+2.62%,5000.0,26750.0,27800.0,26500.0
370.0,송원산업,17560.0,80.0,+0.46%,500.0,17490.0,17900.0,17490.0
371.0,KODEX 미국FANG플러스(H),26575.0,170.0,+0.64%,0.0,26435.0,26590.0,26435.0
372.0,TIGER 25-10 회사채(A+이상)액티브,50685.0,15.0,-0.03%,0.0,50675.0,50700.0,50670.0
373.0,ACE 200,31340.0,70.0,+0.22%,0.0,31120.0,31385.0,31120.0
374.0,세아홀딩스,104100.0,1500.0,-1.42%,5000.0,105600.0,105600.0,104100.0
375.0,KG케미칼,6060.0,80.0,+1.34%,1000.0,5910.0,6070.0,5900.0
376.0,부광약품,5830.0,30.0,+0.52%,500.0,5720.0,5880.0,5710.0
377.0,삼성 인버스 2X 코스닥150 선물 ETN,10240.0,265.0,-2.52%,0.0,10515.0,10610.0,10125.0
378.0,QV KIS CD금리투자 ETN,51080.0,0.0,0.00%,0.0,51080.0,51080.0,51080.0
379.0,아세아시멘트,10480.0,80.0,+0.77%,500.0,10400.0,10530.0,10400.0
380.0,유진투자증권,4200.0,255.0,+6.46%,5000.0,3910.0,4215.0,3910.0
381.0,E1,59300.0,100.0,-0.17%,5000.0,59400.0,59700.0,58700.0
382.0,한국자산신탁,3235.0,5.0,+0.15%,500.0,3225.0,3250.0,3225.0
383.0,바이오노트,3920.0,5.0,+0.13%,500.0,3915.0,3955.0,3880.0
384.0,신성이엔지,1938.0,1.0,-0.05%,500.0,1920.0,1959.0,1920.0
385.0,SGC에너지,27150.0,550.0,+2.07%,5000.0,26600.0,27300.0,26500.0
386.0,LF,13600.0,300.0,+2.26%,5000.0,13400.0,13710.0,13380.0
387.0,신영증권우,55900.0,400.0,+0.72%,5000.0,55600.0,55900.0,55500.0
388.0,영진약품,2145.0,10.0,+0.47%,500.0,2100.0,2160.0,2080.0
389.0,ACE 미국30년국채액티브(H),7795.0,15.0,-0.19%,0.0,7775.0,7805.0,7775.0
390.0,서연이화,14410.0,120.0,-0.83%,500.0,14670.0,14670.0,13950.0
391.0,유나이티드제약,23800.0,250.0,+1.06%,500.0,23550.0,23850.0,23350.0
392.0,풀무원,10140.0,90.0,+0.90%,500.0,9980.0,10340.0,9980.0
393.0,삼성FN리츠,4995.0,35.0,-0.70%,500.0,5000.0,5030.0,4980.0
394.0,광동제약,7340.0,340.0,+4.86%,1000.0,6950.0,7440.0,6930.0
395.0,삼천리,93900.0,800.0,+0.86%,5000.0,92800.0,95000.0,92600.0
396.0,현대그린푸드,11190.0,90.0,-0.80%,500.0,11280.0,11390.0,11180.0
397.0,미래에셋 레버리지 원유선물혼합 ETN(H),9210.0,20.0,-0.22%,0.0,9235.0,9300.0,9210.0
398.0,파미셀,6200.0,80.0,+1.31%,500.0,6060.0,6230.0,6060.0
399.0,ARIRANG 국고채30년액티브,87935.0,30.0,+0.03%,0.0,87825.0,87950.0,87815.0
400.0,LS전선아시아,12070.0,310.0,-2.50%,500.0,12630.0,13000.0,11950.0
401.0,엘브이엠씨홀딩스,2150.0,15.0,-0.69%,0.0,2135.0,2165.0,2120.0
402.0,LS네트웍스,4675.0,80.0,+1.74%,5000.0,4740.0,4740.0,4270.0
403.0,현대퓨처넷,3340.0,40.0,-1.18%,500.0,3375.0,3390.0,3320.0
404.0,KBSTAR KIS국고채30년Enhanced,60395.0,10.0,+0.02%,0.0,60360.0,60630.0,60080.0
405.0,삼성SDI우,227000.0,1000.0,-0.44%,5000.0,224000.0,230000.0,223500.0
406.0,HDC,6130.0,10.0,+0.16%,5000.0,6100.0,6220.0,6100.0
407.0,지누스,19370.0,360.0,+1.89%,500.0,18860.0,19400.0,18850.0
408.0,아세아,170700.0,1100.0,-0.64%,5000.0,171700.0,171700.0,170600.0
409.0,화신,10410.0,70.0,-0.67%,500.0,10520.0,10670.0,10250.0
410.0,맵스리얼티1,3905.0,10.0,-0.26%,0.0,3920.0,3920.0,3900.0
411.0,남해화학,7220.0,40.0,+0.56%,1000.0,7110.0,7270.0,7110.0
412.0,한화리츠,5070.0,60.0,-1.17%,500.0,5110.0,5110.0,5070.0
413.0,아모레퍼시픽우,33750.0,100.0,-0.30%,500.0,33200.0,34100.0,33200.0
414.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),7355.0,40.0,-0.54%,0.0,7395.0,7395.0,7305.0
415.0,KODEX 단기변동금리부채권액티브,108365.0,25.0,+0.02%,0.0,108365.0,108365.0,108365.0
416.0,SOL 종합채권(AA-이상)액티브,99980.0,265.0,-0.26%,0.0,99895.0,99980.0,99895.0
417.0,아세아제지,39400.0,550.0,+1.42%,5000.0,38850.0,39500.0,38650.0
418.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
419.0,KB스타리츠,3440.0,10.0,+0.29%,500.0,3480.0,3480.0,3430.0
420.0,국도화학,38700.0,1300.0,+3.48%,5000.0,37600.0,38850.0,36950.0
421.0,대원제약,15850.0,400.0,+2.59%,500.0,15270.0,15850.0,15270.0
422.0,제주은행,10820.0,120.0,+1.12%,5000.0,10610.0,11170.0,10610.0
423.0,삼화콘덴서,33400.0,300.0,+0.91%,1000.0,32500.0,33450.0,32500.0
424.0,LX하우시스,38700.0,650.0,-1.65%,5000.0,39350.0,39450.0,38650.0
425.0,세아제강,121400.0,700.0,-0.57%,5000.0,122100.0,122400.0,120500.0
426.0,대신증권우,13230.0,20.0,+0.15%,5000.0,13210.0,13230.0,13200.0
427.0,KODEX 은행,5885.0,195.0,-3.21%,0.0,6040.0,6055.0,5865.0
428.0,한일홀딩스,11120.0,50.0,+0.45%,1000.0,11200.0,11200.0,11060.0
429.0,KODEX 미국달러SOFR금리액티브(합성),10680.0,20.0,-0.19%,0.0,10675.0,10725.0,10675.0
430.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
431.0,KISCO홀딩스,20900.0,100.0,-0.48%,1000.0,20800.0,21100.0,20800.0
432.0,남양유업,469000.0,1500.0,+0.32%,5000.0,468500.0,473500.0,468000.0
433.0,KODEX 국고채3년,57495.0,55.0,+0.10%,0.0,57445.0,57525.0,57445.0
434.0,퍼시스,29150.0,50.0,-0.17%,1000.0,29000.0,29250.0,29000.0
435.0,코리아써키트,14080.0,60.0,+0.43%,500.0,13910.0,14150.0,13870.0
436.0,서흥,28400.0,450.0,+1.61%,500.0,27950.0,28500.0,27950.0
437.0,대동,12900.0,130.0,+1.02%,1000.0,12770.0,13050.0,12390.0
438.0,HL홀딩스,32000.0,150.0,+0.47%,5000.0,31850.0,32250.0,31700.0
439.0,KODEX ESG종합채권(A-이상)액티브,104140.0,0.0,0.00%,0.0,104140.0,104140.0,104140.0
440.0,대한제강,13120.0,60.0,+0.46%,1000.0,12950.0,13200.0,12950.0
441.0,신도리코,32050.0,0.0,0.00%,5000.0,31950.0,32100.0,31700.0
442.0,조광피혁,48450.0,350.0,-0.72%,5000.0,48750.0,48950.0,48450.0
443.0,DB,1594.0,37.0,-2.27%,500.0,1622.0,1679.0,1587.0
444.0,풍산홀딩스,31900.0,700.0,+2.24%,5000.0,31200.0,31900.0,31000.0
445.0,대원강업,5130.0,30.0,+0.59%,500.0,5190.0,5290.0,5090.0
446.0,KODEX 코스피,23635.0,85.0,+0.36%,0.0,23430.0,23645.0,23425.0
447.0,BGF,3320.0,20.0,+0.61%,1000.0,3260.0,3320.0,3260.0
448.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9400.0,70.0,-0.74%,0.0,9380.0,9440.0,9380.0
449.0,에어부산,2720.0,175.0,+6.88%,1000.0,2585.0,3050.0,2570.0
450.0,대성에너지,11320.0,1670.0,+17.31%,1000.0,9660.0,11450.0,9650.0
451.0,이리츠코크렙,4905.0,5.0,-0.10%,500.0,4910.0,4935.0,4905.0
452.0,TRUE KIS CD금리투자 ETN,51080.0,0.0,0.00%,0.0,51080.0,51080.0,51080.0
453.0,서울가스,61100.0,800.0,+1.33%,5000.0,60900.0,61100.0,60000.0
454.0,TIGER 중장기국채,47690.0,50.0,-0.10%,0.0,47695.0,47720.0,47650.0
455.0,STX중공업,10580.0,490.0,+4.86%,2500.0,10160.0,10900.0,10160.0
456.0,농심홀딩스,65100.0,400.0,+0.62%,5000.0,64500.0,65200.0,64500.0
457.0,TIGER 리츠부동산인프라,4065.0,0.0,0.00%,0.0,4085.0,4085.0,4060.0
458.0,한국쉘석유,231500.0,1500.0,+0.65%,5000.0,230500.0,232500.0,229500.0
459.0,한화3우B,13320.0,0.0,0.00%,5000.0,13360.0,13360.0,13230.0
460.0,락앤락,5950.0,0.0,0.00%,500.0,0.0,0.0,0.0
461.0,SOL 미국배당다우존스,8880.0,195.0,-2.15%,0.0,8940.0,8940.0,8865.0
462.0,신성통상,2075.0,50.0,+2.47%,500.0,2005.0,2085.0,2000.0
463.0,포스코스틸리온,49500.0,1250.0,+2.59%,5000.0,47300.0,49600.0,47300.0
464.0,삼진제약,21350.0,300.0,+1.43%,1000.0,21050.0,21400.0,20950.0
465.0,한국토지신탁,1175.0,2.0,+0.17%,1000.0,1170.0,1179.0,1169.0
466.0,한일현대시멘트,15270.0,10.0,+0.07%,5000.0,15200.0,15270.0,15200.0
467.0,코오롱플라스틱,7760.0,450.0,-5.48%,1000.0,8000.0,8090.0,7550.0
468.0,KOSEF 200,30965.0,55.0,+0.18%,0.0,30815.0,30965.0,30775.0
469.0,LG생활건강우,140000.0,800.0,-0.57%,5000.0,140800.0,141800.0,139700.0
470.0,HJ중공업,3465.0,50.0,-1.42%,5000.0,3515.0,3550.0,3455.0
471.0,스카이라이프,6030.0,60.0,+1.01%,2500.0,5940.0,6040.0,5940.0
472.0,ACE 국고채10년,83470.0,300.0,-0.36%,0.0,83555.0,83665.0,83405.0
473.0,이엔플러스,4190.0,125.0,+3.08%,500.0,4065.0,4225.0,4025.0
474.0,KODEX 국고채30년액티브,91200.0,290.0,-0.32%,0.0,91100.0,91520.0,91000.0
475.0,한진,18960.0,70.0,+0.37%,5000.0,18620.0,19060.0,18620.0
476.0,이수화학,12400.0,150.0,+1.22%,5000.0,12080.0,12460.0,12080.0
477.0,CJ4우(전환),66500.0,1000.0,+1.53%,5000.0,65000.0,66800.0,64600.0
478.0,TIGER 미국배당다우존스,9685.0,225.0,-2.27%,0.0,9810.0,9810.0,9680.0
479.0,웅진씽크빅,2410.0,0.0,0.00%,500.0,2435.0,2435.0,2375.0
480.0,KODEX 선진국MSCI World,21310.0,195.0,-0.91%,0.0,21565.0,21565.0,21290.0
481.0,SK증권,585.0,2.0,+0.34%,500.0,578.0,587.0,578.0
482.0,SOL 반도체소부장Fn,11280.0,30.0,-0.27%,0.0,11265.0,11430.0,11215.0
483.0,효성화학,86200.0,1000.0,-1.15%,5000.0,87200.0,89500.0,85400.0
484.0,대한제당,3060.0,20.0,+0.66%,500.0,3010.0,3095.0,3010.0
485.0,모토닉,8300.0,10.0,+0.12%,500.0,8340.0,8340.0,8290.0
486.0,지역난방공사,23650.0,50.0,-0.21%,5000.0,23700.0,23800.0,23500.0
487.0,동화약품,9710.0,190.0,+2.00%,1000.0,9510.0,9800.0,9490.0
488.0,STX엔진,11740.0,40.0,+0.34%,2500.0,11990.0,11990.0,11600.0
489.0,KBSTAR 비메모리반도체액티브,9685.0,30.0,-0.31%,0.0,9715.0,9760.0,9650.0
490.0,DL건설,12220.0,20.0,+0.16%,5000.0,12070.0,12310.0,12070.0
491.0,수산인더스트리,18830.0,110.0,+0.59%,200.0,18620.0,18850.0,18600.0
492.0,이연제약,14440.0,140.0,+0.98%,500.0,14120.0,14540.0,14120.0
493.0,알루코,2780.0,5.0,+0.18%,500.0,2750.0,2790.0,2705.0
494.0,잇츠한불,12210.0,200.0,+1.67%,500.0,11950.0,12240.0,11740.0
495.0,TIGER KRX2차전지K-뉴딜,13480.0,210.0,+1.58%,0.0,13000.0,13570.0,13000.0
496.0,KODEX Fn Top10동일가중,6870.0,40.0,+0.59%,0.0,6765.0,6885.0,6765.0
497.0,일성신약,19990.0,10.0,-0.05%,1000.0,20100.0,20100.0,19860.0
498.0,도화엔지니어링,7880.0,50.0,+0.64%,500.0,7840.0,7880.0,7730.0
499.0,LG헬로비전,3430.0,20.0,+0.59%,2500.0,3350.0,3440.0,3350.0
500.0,한국철강,6230.0,40.0,-0.64%,1000.0,6230.0,6280.0,6180.0
501.0,아이마켓코리아,7910.0,20.0,+0.25%,500.0,7880.0,7940.0,7870.0
502.0,KODEX 미국채울트라30년선물(H),7165.0,15.0,-0.21%,0.0,7155.0,7180.0,7145.0
503.0,조일알미늄,2080.0,5.0,+0.24%,500.0,2070.0,2090.0,2040.0
504.0,티와이홀딩스,5220.0,20.0,-0.38%,500.0,5190.0,5240.0,5080.0
505.0,YG PLUS,4150.0,5.0,-0.12%,500.0,4105.0,4180.0,4090.0
506.0,현대차증권,8280.0,10.0,-0.12%,5000.0,8290.0,8290.0,8200.0
507.0,일양약품,13730.0,130.0,+0.96%,2500.0,13590.0,13810.0,13550.0
508.0,KEC,1298.0,39.0,+3.10%,500.0,1250.0,1302.0,1249.0
509.0,스틱인베스트먼트,6250.0,20.0,+0.32%,500.0,6210.0,6260.0,6170.0
510.0,환인제약,13900.0,400.0,+2.96%,500.0,13500.0,14040.0,13400.0
511.0,종근당홀딩스,51300.0,100.0,+0.20%,2500.0,51000.0,51600.0,51000.0
512.0,휴스틸,4560.0,45.0,+1.00%,1000.0,4480.0,4570.0,4480.0
513.0,SNT홀딩스,15710.0,160.0,+1.03%,500.0,15610.0,15810.0,15570.0
514.0,세진중공업,4505.0,45.0,+1.01%,500.0,4490.0,4540.0,4450.0
515.0,KBSTAR 미국나스닥100,14295.0,10.0,-0.07%,0.0,14360.0,14360.0,14280.0
516.0,한국무브넥스,8380.0,100.0,-1.18%,1000.0,8480.0,8660.0,8220.0
517.0,남선알미늄,1975.0,21.0,+1.07%,500.0,1926.0,1988.0,1917.0
518.0,TIGER 미국S&P500선물(H),46840.0,290.0,-0.62%,0.0,46810.0,46865.0,46810.0
519.0,사조대림,27450.0,250.0,-0.90%,5000.0,27700.0,28000.0,27300.0
520.0,에이프로젠,965.0,15.0,+1.58%,500.0,948.0,967.0,934.0
521.0,HD현대에너지솔루션,22350.0,250.0,+1.13%,5000.0,21600.0,22550.0,21600.0
522.0,코오롱글로벌,12890.0,480.0,-3.59%,5000.0,13150.0,13200.0,12540.0
523.0,삼양패키징,15280.0,10.0,+0.07%,5000.0,15300.0,15310.0,15240.0
524.0,다올투자증권,3955.0,15.0,-0.38%,5000.0,3965.0,3985.0,3845.0
525.0,하나제약,13500.0,30.0,+0.22%,500.0,13480.0,13520.0,13390.0
526.0,현대차3우B,99700.0,300.0,-0.30%,5000.0,100300.0,100400.0,99300.0
527.0,광주신세계,30000.0,100.0,+0.33%,1000.0,30200.0,30200.0,29800.0
528.0,대상홀딩스,6580.0,70.0,+1.08%,1000.0,6510.0,6590.0,6490.0
529.0,동양,998.0,8.0,+0.81%,500.0,991.0,1002.0,986.0
530.0,AK홀딩스,17950.0,60.0,-0.33%,5000.0,17700.0,18000.0,17650.0
531.0,한솔제지,9990.0,10.0,+0.10%,5000.0,9970.0,9990.0,9890.0
532.0,TIGER 반도체,32020.0,70.0,-0.22%,0.0,32000.0,32120.0,31855.0
533.0,현대코퍼레이션,17900.0,90.0,-0.50%,5000.0,17980.0,17980.0,17700.0
534.0,넥스틸,9100.0,40.0,+0.44%,500.0,9050.0,9250.0,8880.0
535.0,한미글로벌,21200.0,250.0,-1.17%,500.0,21050.0,21400.0,20700.0
536.0,진원생명과학,2955.0,85.0,+2.96%,1000.0,2870.0,2955.0,2810.0
537.0,한국금융지주우,39550.0,0.0,0.00%,5000.0,39550.0,39550.0,39200.0
538.0,한전산업,7090.0,20.0,+0.28%,500.0,7010.0,7170.0,7010.0
539.0,JW홀딩스,3165.0,15.0,-0.47%,500.0,3215.0,3235.0,3040.0
540.0,BYC,367000.0,3000.0,+0.82%,5000.0,364000.0,367000.0,364000.0
541.0,TYM,5070.0,20.0,+0.40%,2500.0,5000.0,5100.0,4980.0
542.0,삼영무역,12270.0,10.0,+0.08%,500.0,12250.0,12330.0,12190.0
543.0,조선내화,19050.0,300.0,+1.60%,500.0,18620.0,19100.0,18620.0
544.0,롯데하이마트,9550.0,20.0,-0.21%,5000.0,9460.0,9670.0,9430.0
545.0,부국증권,21700.0,350.0,+1.64%,5000.0,21400.0,21700.0,21400.0
546.0,제일약품,15280.0,100.0,+0.66%,500.0,14910.0,15300.0,14910.0
547.0,현대비앤지스틸,14860.0,280.0,+1.92%,5000.0,15380.0,16330.0,14670.0
548.0,벽산,3260.0,40.0,-1.21%,500.0,3310.0,3375.0,3195.0
549.0,SIMPAC,3390.0,40.0,+1.19%,500.0,3315.0,3400.0,3305.0
550.0,신대양제지,5490.0,30.0,+0.55%,500.0,5460.0,5490.0,5420.0
551.0,에이프로젠바이오로직스,332.0,1.0,+0.30%,500.0,331.0,333.0,325.0
552.0,한국제지,1159.0,3.0,-0.26%,1000.0,1160.0,1167.0,1135.0
553.0,TIGER 차이나CSI300,8715.0,50.0,-0.57%,0.0,8765.0,8765.0,8660.0
554.0,STX,9270.0,590.0,+6.80%,2500.0,8650.0,9370.0,8600.0
555.0,에이블씨엔씨,8410.0,90.0,+1.08%,500.0,8250.0,8530.0,8220.0
556.0,KODEX 삼성그룹밸류,8085.0,0.0,0.00%,0.0,8005.0,8085.0,8000.0
557.0,KBSTAR 미국S&P500,12180.0,120.0,-0.98%,0.0,12240.0,12240.0,12180.0
558.0,TIGER 23-12 국공채액티브,207400.0,5.0,0.00%,0.0,207400.0,207400.0,207400.0
559.0,TIGER 일본니케이225,16775.0,160.0,-0.94%,0.0,16850.0,16890.0,16765.0
560.0,경방,7880.0,120.0,-1.50%,500.0,8000.0,8180.0,7760.0
561.0,KBSTAR Fn수소경제테마,8220.0,40.0,-0.48%,0.0,8220.0,8250.0,8150.0
562.0,KBSTAR 200TR,16745.0,25.0,+0.15%,0.0,16645.0,16750.0,16630.0
563.0,제이에스코퍼레이션,16110.0,450.0,+2.87%,100.0,15260.0,16660.0,15260.0
564.0,한국석유,16870.0,3890.0,+29.97%,500.0,13050.0,16870.0,13050.0
565.0,이지스밸류리츠,4125.0,5.0,+0.12%,1000.0,4120.0,4150.0,4070.0
566.0,콘텐트리중앙,11000.0,390.0,+3.68%,5000.0,10540.0,11040.0,10540.0
567.0,KPX홀딩스,50000.0,100.0,+0.20%,5000.0,50500.0,50500.0,49800.0
568.0,ACE 베트남VN30(합성),16630.0,5.0,+0.03%,0.0,16650.0,16800.0,16630.0
569.0,삼익THK,10000.0,200.0,+2.04%,500.0,9800.0,10060.0,9730.0
570.0,대교,2475.0,50.0,-1.98%,500.0,2520.0,2520.0,2455.0
571.0,동국씨엠,6990.0,10.0,-0.14%,5000.0,6980.0,7050.0,6850.0
572.0,동성케미컬,4190.0,70.0,+1.70%,1000.0,4105.0,4200.0,4105.0
573.0,케이씨,15350.0,40.0,-0.26%,500.0,15360.0,15400.0,15250.0
574.0,KPX케미칼,42800.0,0.0,0.00%,5000.0,42850.0,42900.0,42600.0
575.0,KBSTAR ESG사회책임투자,10110.0,90.0,-0.88%,0.0,10145.0,10145.0,10110.0
576.0,KBSTAR 단기종합채권(AA-이상)액티브,105730.0,15.0,+0.01%,0.0,105730.0,105730.0,105725.0
577.0,넥센,3850.0,35.0,-0.90%,500.0,3885.0,3890.0,3850.0
578.0,대한제분,121900.0,1300.0,-1.06%,5000.0,121700.0,123100.0,121700.0
579.0,TRUE 인버스 2X 코스닥 150 선물 ETN,10285.0,245.0,-2.33%,0.0,10590.0,10640.0,10170.0
580.0,코오롱,16260.0,30.0,+0.18%,5000.0,16220.0,16290.0,16100.0
581.0,성신양회,8370.0,20.0,+0.24%,5000.0,8230.0,8390.0,8230.0
582.0,대덕,6050.0,50.0,-0.82%,500.0,6050.0,6100.0,6000.0
583.0,세방,10570.0,190.0,+1.83%,500.0,10420.0,10700.0,10300.0
584.0,디아이씨,5210.0,110.0,+2.16%,500.0,5150.0,5240.0,5020.0
585.0,TIGER 헬스케어,25080.0,85.0,+0.34%,0.0,24835.0,25180.0,24835.0
586.0,한솔테크닉스,6200.0,20.0,-0.32%,5000.0,6200.0,6270.0,6110.0
587.0,일신방직,8520.0,0.0,0.00%,500.0,8490.0,8520.0,8470.0
588.0,예스코홀딩스,33050.0,150.0,+0.46%,5000.0,32900.0,33150.0,32750.0
589.0,JW생명과학,12520.0,130.0,+1.05%,2500.0,12460.0,12520.0,12260.0
590.0,극동유화,5680.0,750.0,+15.21%,500.0,4915.0,5810.0,4870.0
591.0,한화갤러리아,1021.0,2.0,-0.20%,500.0,1013.0,1024.0,1008.0
592.0,S-Oil우,49100.0,450.0,+0.92%,2500.0,48650.0,49200.0,48650.0
593.0,신세계 I&C,11450.0,60.0,+0.53%,500.0,11310.0,11580.0,11270.0
594.0,하이트진로홀딩스,8450.0,30.0,-0.35%,5000.0,8400.0,8460.0,8370.0
595.0,만호제강,47150.0,0.0,0.00%,1000.0,0.0,0.0,0.0
596.0,흥국화재,3045.0,15.0,+0.50%,5000.0,3000.0,3060.0,3000.0
